N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana
565777,2021-09-06 14:53:00,12569.0,Germany,21,106.8,F,2021,9,6,14,lunes
544356,2021-02-18 11:18:00,13904.0,United Kingdom,223,201.12,F,2021,2,18,11,jueves
580978,2021-12-06 15:36:00,13078.0,United Kingdom,552,839.08,F,2021,12,6,15,lunes
558862,2021-07-04 12:25:00,13901.0,United Kingdom,856,1561.09,F,2021,7,4,12,domingo
C570775,2021-10-12 11:45:00,12664.0,Finland,-1,-18.0,ND,2021,10,12,11,martes
561861,2021-07-31 10:28:00,16839.0,United Kingdom,190,458.94,F,2021,7,31,10,sábado
542595,2021-01-30 10:19:00,14040.0,United Kingdom,174,421.1,F,2021,1,30,10,sábado
567203,2021-09-19 10:42:00,16080.0,United Kingdom,62,86.9,F,2021,9,19,10,domingo
567354,2021-09-19 16:15:00,18017.0,United Kingdom,100,179.0,F,2021,9,19,16,domingo
536744,2020-12-02 13:36:00,14466.0,United Kingdom,137,379.75,F,2020,12,2,13,miércoles
540636,2021-01-10 12:04:00,17381.0,United Kingdom,200,212.0,F,2021,1,10,12,domingo
545536,2021-03-03 14:12:00,12417.0,Belgium,126,410.0,F,2021,3,3,14,miércoles
562924,2021-08-10 14:49:00,16750.0,United Kingdom,45,98.38,F,2021,8,10,14,martes
563576,2021-08-17 15:06:00,12748.0,United Kingdom,47,146.19,F,2021,8,17,15,martes
542624,2021-01-31 09:48:00,,United Kingdom,106,677.43,F,2021,1,31,9,domingo
550015,2021-04-14 10:54:00,17735.0,United Kingdom,551,848.87,F,2021,4,14,10,miércoles
566040,2021-09-08 13:38:00,12540.0,Spain,243,459.99,F,2021,9,8,13,miércoles
C558082,2021-06-26 11:43:00,16239.0,United Kingdom,-10,-41.3,ND,2021,6,26,11,sábado
547134,2021-03-21 11:57:00,15996.0,United Kingdom,45,169.73,F,2021,3,21,11,domingo
541708,2021-01-21 11:08:00,18223.0,United Kingdom,10,19.5,F,2021,1,21,11,jueves
537769,2020-12-08 12:17:00,15021.0,United Kingdom,94,205.64,F,2020,12,8,12,martes
576190,2021-11-14 11:46:00,15039.0,United Kingdom,61,137.58,F,2021,11,14,11,domingo
577833,2021-11-22 10:20:00,17315.0,United Kingdom,58,145.65,F,2021,11,22,10,lunes
537429,2020-12-06 15:54:00,12748.0,United Kingdom,119,82.12,F,2020,12,6,15,domingo
564375,2021-08-25 10:16:00,13078.0,United Kingdom,350,665.9,F,2021,8,25,10,miércoles
C540792,2021-01-11 11:50:00,16203.0,United Kingdom,-1,-3.75,ND,2021,1,11,11,lunes
552638,2021-05-10 13:00:00,17700.0,United Kingdom,180,522.96,F,2021,5,10,13,lunes
566988,2021-09-16 10:56:00,16709.0,United Kingdom,330,1045.28,F,2021,9,16,10,jueves
568317,2021-09-26 13:25:00,17491.0,United Kingdom,89,305.51,F,2021,9,26,13,domingo
564943,2021-08-31 13:23:00,17706.0,United Kingdom,100,275.7,F,2021,8,31,13,martes
556476,2021-06-12 12:08:00,17175.0,United Kingdom,182,302.62,F,2021,6,12,12,sábado
C539667,2020-12-21 10:47:00,13148.0,United Kingdom,-57,-42.05,ND,2020,12,21,10,lunes
580596,2021-12-05 11:01:00,15392.0,United Kingdom,207,304.41,F,2021,12,5,11,domingo
572996,2021-10-27 11:22:00,,United Kingdom,-34,0.0,F,2021,10,27,11,miércoles
548213,2021-03-30 09:15:00,15521.0,United Kingdom,433,475.69,F,2021,3,30,9,martes
556106,2021-06-08 16:54:00,14056.0,United Kingdom,187,393.34,F,2021,6,8,16,martes
566275,2021-09-11 13:58:00,16549.0,United Kingdom,242,452.49,F,2021,9,11,13,sábado
561360,2021-07-26 15:37:00,16133.0,United Kingdom,260,375.0,F,2021,7,26,15,lunes
570642,2021-10-11 12:41:00,15024.0,United Kingdom,127,73.66,F,2021,10,11,12,lunes
538862,2020-12-14 14:11:00,16710.0,United Kingdom,52,149.5,F,2020,12,14,14,lunes
558501,2021-06-30 10:19:00,13871.0,United Kingdom,257,615.09,F,2021,6,30,10,miércoles
562370,2021-08-04 14:20:00,12626.0,Germany,556,1062.84,F,2021,8,4,14,miércoles
548358,2021-03-30 15:29:00,15832.0,United Kingdom,465,836.79,F,2021,3,30,15,martes
559893,2021-07-13 12:06:00,14498.0,United Kingdom,284,608.46,F,2021,7,13,12,martes
547538,2021-03-23 15:17:00,13534.0,United Kingdom,144,264.8,F,2021,3,23,15,martes
559359,2021-07-07 19:18:00,14702.0,United Kingdom,92,109.9,F,2021,7,7,19,miércoles
568819,2021-09-29 11:29:00,17427.0,United Kingdom,34,100.8,F,2021,9,29,11,miércoles
549947,2021-04-13 12:47:00,18260.0,United Kingdom,314,451.58,F,2021,4,13,12,martes
564634,2021-08-26 12:36:00,14210.0,United Kingdom,119,306.19,F,2021,8,26,12,jueves
565406,2021-09-04 10:59:00,13804.0,United Kingdom,144,188.3,F,2021,9,4,10,sábado
578009,2021-11-22 12:48:00,14467.0,United Kingdom,58,114.14,F,2021,11,22,12,lunes
555592,2021-06-06 10:04:00,14215.0,United Kingdom,132,176.16,F,2021,6,6,10,domingo
547371,2021-03-22 13:38:00,14377.0,United Kingdom,124,314.6,F,2021,3,22,13,lunes
567890,2021-09-22 15:40:00,14125.0,United Kingdom,972,1295.43,F,2021,9,22,15,miércoles
576690,2021-11-16 12:19:00,15900.0,United Kingdom,221,351.11,F,2021,11,16,12,martes
567707,2021-09-22 09:52:00,14676.0,United Kingdom,268,480.04,F,2021,9,22,9,miércoles
565204,2021-09-01 16:45:00,15829.0,United Kingdom,576,310.7,F,2021,9,1,16,miércoles
C568055,2021-09-23 12:50:00,17929.0,United Kingdom,-1,-8.5,ND,2021,9,23,12,jueves
574936,2021-11-07 17:06:00,13066.0,United Kingdom,136,151.81,F,2021,11,7,17,domingo
575190,2021-11-09 09:21:00,15189.0,United Kingdom,300,742.2,F,2021,11,9,9,martes
C542742,2021-01-31 16:26:00,15358.0,United Kingdom,-112,-84.2,ND,2021,1,31,16,domingo
575976,2021-11-13 13:26:00,15271.0,United Kingdom,80,183.14,F,2021,11,13,13,sábado
553916,2021-05-20 08:18:00,17166.0,United Kingdom,57,127.59,F,2021,5,20,8,jueves
572884,2021-10-26 13:44:00,13924.0,United Kingdom,130,309.9,F,2021,10,26,13,martes
547100,2021-03-21 10:31:00,15615.0,United Kingdom,382,536.78,F,2021,3,21,10,domingo
576835,2021-11-16 15:10:00,,United Kingdom,-2,0.0,F,2021,11,16,15,martes
C574473,2021-11-04 12:05:00,15809.0,United Kingdom,-50,-116.56,ND,2021,11,4,12,jueves
C538099,2020-12-09 14:58:00,15279.0,United Kingdom,-4,-13.1,ND,2020,12,9,14,miércoles
575053,2021-11-08 12:18:00,16945.0,United Kingdom,24,56.6,F,2021,11,8,12,lunes
538063,2020-12-09 13:44:00,18102.0,United Kingdom,96,1914.24,F,2020,12,9,13,miércoles
560500,2021-07-19 11:08:00,17975.0,United Kingdom,52,131.66,F,2021,7,19,11,lunes
C547854,2021-03-27 12:12:00,14586.0,United Kingdom,-48,-23.28,ND,2021,3,27,12,sábado
544060,2021-02-15 13:08:00,13623.0,United Kingdom,61,156.0,F,2021,2,15,13,lunes
553371,2021-05-16 14:32:00,17288.0,United Kingdom,204,245.88,F,2021,5,16,14,domingo
560993,2021-07-22 13:32:00,,United Kingdom,6,20.1,F,2021,7,22,13,jueves
C540470,2021-01-07 14:09:00,14505.0,United Kingdom,-2,-11.44,ND,2021,1,7,14,jueves
C549265,2021-04-07 12:45:00,16245.0,United Kingdom,-3,-8.85,ND,2021,4,7,12,miércoles
C578077,2021-11-22 16:18:00,12936.0,United Kingdom,-20,-51.0,ND,2021,11,22,16,lunes
566583,2021-09-13 13:55:00,15343.0,United Kingdom,84,364.5,F,2021,9,13,13,lunes
573038,2021-10-27 13:48:00,17545.0,United Kingdom,214,344.14,F,2021,10,27,13,miércoles
558921,2021-07-05 09:57:00,15078.0,United Kingdom,10,20.8,F,2021,7,5,9,lunes
579413,2021-11-29 12:50:00,13668.0,United Kingdom,218,424.29,F,2021,11,29,12,lunes
554130,2021-05-23 09:42:00,17949.0,United Kingdom,24,204.0,F,2021,5,23,9,domingo
575089,2021-11-08 14:02:00,13437.0,United Kingdom,264,422.04,F,2021,11,8,14,lunes
C569988,2021-10-06 19:57:00,17231.0,United Kingdom,-1,-2.95,ND,2021,10,6,19,miércoles
C551737,2021-05-04 10:52:00,14606.0,United Kingdom,-1,-2.1,ND,2021,5,4,10,martes
544793,2021-02-23 12:41:00,13694.0,United Kingdom,1152,218.88,F,2021,2,23,12,martes
554634,2021-05-25 11:44:00,,United Kingdom,64,0.0,F,2021,5,25,11,martes
568222,2021-09-26 10:06:00,16603.0,United Kingdom,117,185.85,F,2021,9,26,10,domingo
C563225,2021-08-14 14:35:00,14911.0,EIRE,-1,-434.51,ND,2021,8,14,14,sábado
556129,2021-06-09 10:46:00,14060.0,United Kingdom,294,438.0,F,2021,6,9,10,miércoles
568953,2021-09-29 15:31:00,12728.0,France,163,219.02,F,2021,9,29,15,miércoles
550208,2021-04-15 10:39:00,,United Kingdom,112,851.51,F,2021,4,15,10,jueves
564785,2021-08-30 11:28:00,,United Kingdom,7,7.09,F,2021,8,30,11,lunes
C541823,2021-01-21 16:55:00,17677.0,United Kingdom,-1,-2.1,ND,2021,1,21,16,jueves
544368,2021-02-18 11:27:00,14057.0,United Kingdom,493,623.78,F,2021,2,18,11,jueves
573420,2021-10-31 09:48:00,18223.0,United Kingdom,601,1389.05,F,2021,10,31,9,domingo
551842,2021-05-04 13:52:00,16678.0,United Kingdom,186,223.22,F,2021,5,4,13,martes
563352,2021-08-15 14:32:00,15706.0,United Kingdom,160,450.05,F,2021,8,15,14,domingo
581416,2021-12-08 14:58:00,14569.0,United Kingdom,79,227.39,F,2021,12,8,14,miércoles
579116,2021-11-28 11:54:00,17346.0,United Kingdom,128,193.03,F,2021,11,28,11,domingo
539303,2020-12-16 17:34:00,16684.0,United Kingdom,202,436.86,F,2020,12,16,17,miércoles
557141,2021-06-17 09:54:00,16779.0,United Kingdom,238,387.66,F,2021,6,17,9,jueves
574592,2021-11-06 10:49:00,14820.0,United Kingdom,58,139.1,F,2021,11,6,10,sábado
C562280,2021-08-04 10:31:00,16133.0,United Kingdom,-25,-19.46,ND,2021,8,4,10,miércoles
566727,2021-09-14 13:12:00,17347.0,United Kingdom,216,228.96,F,2021,9,14,13,martes
553543,2021-05-17 15:35:00,,United Kingdom,107,635.03,F,2021,5,17,15,lunes
C553667,2021-05-18 12:21:00,14755.0,United Kingdom,-2,-44.9,ND,2021,5,18,12,martes
C540244,2021-01-05 15:40:00,17213.0,United Kingdom,-2,-3.8,ND,2021,1,5,15,martes
567304,2021-09-19 13:27:00,14704.0,United Kingdom,68,165.32,F,2021,9,19,13,domingo
C570704,2021-10-12 09:54:00,13208.0,United Kingdom,-18,-18.0,ND,2021,10,12,9,martes
579471,2021-11-29 15:08:00,,United Kingdom,404,3063.88,F,2021,11,29,15,lunes
569383,2021-10-03 16:46:00,15159.0,United Kingdom,1127,1395.09,F,2021,10,3,16,domingo
544915,2021-02-24 15:41:00,13777.0,United Kingdom,90,179.04,F,2021,2,24,15,miércoles
564140,2021-08-23 11:47:00,12621.0,Germany,361,415.17,F,2021,8,23,11,lunes
C557165,2021-06-17 11:10:00,15238.0,United Kingdom,-1,-2.95,ND,2021,6,17,11,jueves
C563577,2021-08-17 15:06:00,17949.0,United Kingdom,-2105,-2231.3,ND,2021,8,17,15,martes
551135,2021-04-26 13:04:00,16729.0,United Kingdom,5,7.25,F,2021,4,26,13,lunes
C567543,2021-09-21 10:19:00,13418.0,United Kingdom,-39,-28.59,ND,2021,9,21,10,martes
548393,2021-03-30 17:12:00,,United Kingdom,1,4.95,F,2021,3,30,17,martes
551572,2021-05-03 11:15:00,,United Kingdom,-6,0.0,F,2021,5,3,11,lunes
573907,2021-11-01 15:17:00,13021.0,United Kingdom,117,299.1,F,2021,11,1,15,lunes
548872,2021-04-04 14:42:00,13015.0,United Kingdom,88,108.0,F,2021,4,4,14,domingo
554664,2021-05-25 14:40:00,14397.0,United Kingdom,40,76.8,F,2021,5,25,14,martes
C565382,2021-09-02 15:45:00,14096.0,United Kingdom,-1,-13.01,ND,2021,9,2,15,jueves
564732,2021-08-28 13:08:00,16466.0,United Kingdom,129,233.67,F,2021,8,28,13,sábado
547921,2021-03-28 13:28:00,14766.0,United Kingdom,466,628.66,F,2021,3,28,13,domingo
574281,2021-11-03 14:47:00,14856.0,United Kingdom,225,297.91,F,2021,11,3,14,miércoles
561009,2021-07-22 16:03:00,15856.0,United Kingdom,484,489.6,F,2021,7,22,16,jueves
550182,2021-04-14 17:44:00,18198.0,United Kingdom,248,331.28,F,2021,4,14,17,miércoles
578109,2021-11-23 09:22:00,14020.0,United Kingdom,261,311.66,F,2021,11,23,9,martes
565914,2021-09-07 15:43:00,18093.0,United Kingdom,180,89.64,F,2021,9,7,15,martes
555549,2021-06-05 13:24:00,13637.0,United Kingdom,139,262.25,F,2021,6,5,13,sábado
543280,2021-02-06 14:56:00,14438.0,United Kingdom,82,131.9,F,2021,2,6,14,sábado
550657,2021-04-20 08:24:00,18198.0,United Kingdom,296,302.56,F,2021,4,20,8,martes
573983,2021-11-02 11:08:00,,United Kingdom,3,0.0,F,2021,11,2,11,martes
558053,2021-06-24 14:33:00,15027.0,United Kingdom,119,312.85,F,2021,6,24,14,jueves
566235,2021-09-11 11:17:00,15636.0,United Kingdom,202,418.06,F,2021,9,11,11,sábado
576060,2021-11-13 15:25:00,13681.0,United Kingdom,68,179.67,F,2021,11,13,15,sábado
545570,2021-03-03 16:28:00,12817.0,Austria,53,166.04,F,2021,3,3,16,miércoles
553742,2021-05-19 09:38:00,16133.0,United Kingdom,414,310.5,F,2021,5,19,9,miércoles
C546205,2021-03-10 11:14:00,18223.0,United Kingdom,-1,-2.84,ND,2021,3,10,11,miércoles
569461,2021-10-04 11:36:00,16556.0,United Kingdom,548,757.42,F,2021,10,4,11,lunes
C538713,2020-12-14 10:53:00,16570.0,United Kingdom,-3,-36.65,ND,2020,12,14,10,lunes
540564,2021-01-10 10:36:00,,United Kingdom,-2600,0.0,F,2021,1,10,10,domingo
555499,2021-06-03 15:31:00,15812.0,United Kingdom,147,289.46,F,2021,6,3,15,jueves
572514,2021-10-24 14:36:00,,United Kingdom,-4,0.0,F,2021,10,24,14,domingo
560906,2021-07-21 17:55:00,15827.0,United Kingdom,52,173.8,F,2021,7,21,17,miércoles
C537164,2020-12-05 13:21:00,14527.0,United Kingdom,-1,-29.29,ND,2020,12,5,13,sábado
543647,2021-02-10 19:49:00,12841.0,United Kingdom,66,106.8,F,2021,2,10,19,miércoles
538175,2020-12-10 09:48:00,12471.0,Germany,21,378.0,F,2020,12,10,9,jueves
542106,2021-01-25 13:37:00,12709.0,Germany,314,1116.9,F,2021,1,25,13,lunes
547331,2021-03-22 11:41:00,,United Kingdom,-20,0.0,F,2021,3,22,11,lunes
566438,2021-09-12 15:14:00,15996.0,United Kingdom,44,152.82,F,2021,9,12,15,domingo
570115,2021-10-07 12:37:00,13798.0,United Kingdom,1026,1482.2,F,2021,10,7,12,jueves
C559608,2021-07-11 11:44:00,14690.0,United Kingdom,-7,-13.09,ND,2021,7,11,11,domingo
557410,2021-06-20 11:36:00,14701.0,United Kingdom,61,109.58,F,2021,6,20,11,domingo
577045,2021-11-17 13:46:00,17428.0,United Kingdom,100,145.0,F,2021,11,17,13,miércoles
C566263,2021-09-11 13:01:00,14606.0,United Kingdom,-1,-2.1,ND,2021,9,11,13,sábado
C575081,2021-11-08 13:30:00,12483.0,Sweden,-6,-20.85,ND,2021,11,8,13,lunes
554696,2021-05-25 17:14:00,,United Kingdom,5,0.0,F,2021,5,25,17,martes
577100,2021-11-17 16:51:00,16009.0,United Kingdom,20,59.0,F,2021,11,17,16,miércoles
539408,2020-12-17 12:56:00,12720.0,Germany,224,183.74,F,2020,12,17,12,jueves
569835,2021-10-06 13:05:00,15518.0,United Kingdom,146,317.69,F,2021,10,6,13,miércoles
550637,2021-04-19 15:39:00,14415.0,United Kingdom,187,397.14,F,2021,4,19,15,lunes
577347,2021-11-18 15:27:00,13960.0,United Kingdom,102,102.12,F,2021,11,18,15,jueves
581413,2021-12-08 14:39:00,16833.0,United Kingdom,134,435.24,F,2021,12,8,14,miércoles
575183,2021-11-09 08:36:00,13046.0,United Kingdom,188,431.59,F,2021,11,9,8,martes
559201,2021-07-07 10:39:00,14217.0,United Kingdom,23,95.75,F,2021,7,7,10,miércoles
579673,2021-11-30 12:59:00,18283.0,United Kingdom,134,223.61,F,2021,11,30,12,martes
537027,2020-12-03 16:36:00,,United Kingdom,-140,0.0,F,2020,12,3,16,jueves
557760,2021-06-22 13:57:00,12901.0,United Kingdom,598,542.7,F,2021,6,22,13,martes
563211,2021-08-14 12:33:00,17049.0,United Kingdom,176,330.28,F,2021,8,14,12,sábado
578328,2021-11-23 17:55:00,,United Kingdom,-696,0.0,F,2021,11,23,17,martes
552838,2021-05-11 14:24:00,15732.0,United Kingdom,118,156.02,F,2021,5,11,14,martes
C579924,2021-12-01 09:13:00,16293.0,United Kingdom,-3,-3.75,ND,2021,12,1,9,miércoles
574150,2021-11-03 11:31:00,13709.0,United Kingdom,32,92.38,F,2021,11,3,11,miércoles
563431,2021-08-16 12:00:00,16266.0,United Kingdom,53,110.38,F,2021,8,16,12,lunes
556205,2021-06-09 13:37:00,15827.0,United Kingdom,94,203.98,F,2021,6,9,13,miércoles
C562281,2021-08-04 10:36:00,12476.0,Germany,-10,-38.05,ND,2021,8,4,10,miércoles
568797,2021-09-29 10:22:00,13694.0,United Kingdom,1340,2377.0,F,2021,9,29,10,miércoles
563227,2021-08-14 15:33:00,14301.0,United Kingdom,606,640.14,F,2021,8,14,15,sábado
562143,2021-08-03 10:41:00,16422.0,United Kingdom,1460,2353.0,F,2021,8,3,10,martes
579465,2021-11-29 14:53:00,15790.0,United Kingdom,114,220.85,F,2021,11,29,14,lunes
545635,2021-03-04 12:14:00,13557.0,United Kingdom,224,240.68,F,2021,3,4,12,jueves
579193,2021-11-28 15:47:00,12657.0,France,390,491.12,F,2021,11,28,15,domingo
546985,2021-03-18 12:41:00,18270.0,United Kingdom,41,111.95,F,2021,3,18,12,jueves
C560654,2021-07-20 11:40:00,16255.0,United Kingdom,-3,-5.61,ND,2021,7,20,11,martes
567529,2021-09-21 09:22:00,18236.0,United Kingdom,29,132.55,F,2021,9,21,9,martes
565411,2021-09-04 11:22:00,13772.0,United Kingdom,223,457.8,F,2021,9,4,11,sábado
581143,2021-12-07 13:46:00,17490.0,United Kingdom,32,40.4,F,2021,12,7,13,martes
566561,2021-09-13 12:13:00,18145.0,United Kingdom,972,1079.47,F,2021,9,13,12,lunes
C542714,2021-01-31 13:28:00,12437.0,France,-5,-54.75,ND,2021,1,31,13,domingo
C548487,2021-03-31 12:57:00,14952.0,United Kingdom,-10,-26.3,ND,2021,3,31,12,miércoles
538365,2020-12-12 10:11:00,17243.0,United Kingdom,102,338.6,F,2020,12,12,10,sábado
551818,2021-05-04 11:57:00,12569.0,Germany,146,238.74,F,2021,5,4,11,martes
563198,2021-08-14 10:38:00,15270.0,United Kingdom,340,536.54,F,2021,8,14,10,sábado
580908,2021-12-06 13:20:00,16495.0,United Kingdom,171,437.9,F,2021,12,6,13,lunes
549233,2021-04-07 11:06:00,14912.0,Italy,445,482.79,F,2021,4,7,11,miércoles
551145,2021-04-26 13:37:00,16168.0,United Kingdom,18,107.1,F,2021,4,26,13,lunes
547498,2021-03-23 12:24:00,15021.0,United Kingdom,126,201.48,F,2021,3,23,12,martes
580366,2021-12-02 16:38:00,,United Kingdom,85,198.26,F,2021,12,2,16,jueves
545592,2021-03-04 10:30:00,17581.0,United Kingdom,125,369.95,F,2021,3,4,10,jueves
581400,2021-12-08 13:36:00,14056.0,United Kingdom,190,425.02,F,2021,12,8,13,miércoles
C551648,2021-05-03 12:02:00,14800.0,United Kingdom,-10,-85.0,ND,2021,5,3,12,lunes
578825,2021-11-25 14:21:00,17562.0,United Kingdom,96,165.7,F,2021,11,25,14,jueves
C542726,2021-01-31 15:08:00,16191.0,United Kingdom,-5,-14.75,ND,2021,1,31,15,domingo
539471,2020-12-19 14:16:00,17358.0,United Kingdom,157,246.7,F,2020,12,19,14,sábado
556523,2021-06-13 11:24:00,16938.0,United Kingdom,15,9.75,F,2021,6,13,11,domingo
573353,2021-10-30 12:39:00,16115.0,United Kingdom,105,225.94,F,2021,10,30,12,sábado
553878,2021-05-19 14:56:00,14733.0,United Kingdom,142,347.26,F,2021,5,19,14,miércoles
565724,2021-09-06 11:53:00,16168.0,United Kingdom,120,185.0,F,2021,9,6,11,lunes
565307,2021-09-02 12:20:00,,United Kingdom,-443,0.0,F,2021,9,2,12,jueves
581406,2021-12-08 13:58:00,,United Kingdom,540,0.0,F,2021,12,8,13,miércoles
574342,2021-11-04 10:10:00,13447.0,United Kingdom,183,223.71,F,2021,11,4,10,jueves
573352,2021-10-30 12:35:00,14077.0,United Kingdom,72,132.72,F,2021,10,30,12,sábado
547390,2021-03-22 16:08:00,12352.0,Norway,64,160.33,F,2021,3,22,16,lunes
572129,2021-10-21 09:25:00,17528.0,United Kingdom,178,547.34,F,2021,10,21,9,jueves
564656,2021-08-26 14:40:00,14141.0,United Kingdom,140,285.16,F,2021,8,26,14,jueves
555923,2021-06-07 17:09:00,,United Kingdom,387,1403.38,F,2021,6,7,17,lunes
538861,2020-12-14 14:04:00,,United Kingdom,460,0.0,F,2020,12,14,14,lunes
C536829,2020-12-02 17:36:00,13295.0,United Kingdom,-1,-3.25,ND,2020,12,2,17,miércoles
562345,2021-08-04 12:14:00,13694.0,United Kingdom,1524,1505.64,F,2021,8,4,12,miércoles
568893,2021-09-29 13:03:00,15712.0,United Kingdom,24,99.6,F,2021,9,29,13,miércoles
546545,2021-03-14 15:48:00,16804.0,United Kingdom,34,118.05,F,2021,3,14,15,domingo
555731,2021-06-07 07:49:00,16655.0,United Kingdom,139,418.45,F,2021,6,7,7,lunes
580719,2021-12-05 16:54:00,14739.0,United Kingdom,264,534.96,F,2021,12,5,16,domingo
554364,2021-05-24 10:21:00,16029.0,United Kingdom,124,264.0,F,2021,5,24,10,lunes
574304,2021-11-03 16:30:00,14428.0,United Kingdom,166,508.85,F,2021,11,3,16,miércoles
547618,2021-03-24 11:28:00,,United Kingdom,-12,0.0,F,2021,3,24,11,miércoles
C561011,2021-07-22 16:05:00,17612.0,United Kingdom,-1,-3.15,ND,2021,7,22,16,jueves
576855,2021-11-16 15:51:00,17757.0,United Kingdom,200,238.92,F,2021,11,16,15,martes
547243,2021-03-21 16:59:00,17231.0,United Kingdom,161,246.92,F,2021,3,21,16,domingo
546163,2021-03-10 10:03:00,17377.0,United Kingdom,57,146.23,F,2021,3,10,10,miércoles
564196,2021-08-23 16:56:00,17315.0,United Kingdom,1,15.0,F,2021,8,23,16,lunes
546550,2021-03-14 16:54:00,17799.0,United Kingdom,1,6.35,F,2021,3,14,16,domingo
C568240,2021-09-26 12:04:00,17172.0,United Kingdom,-1,-4.5,ND,2021,9,26,12,domingo
569391,2021-10-03 17:13:00,,United Kingdom,-32,0.0,F,2021,10,3,17,domingo
580771,2021-12-06 10:58:00,16015.0,United Kingdom,276,203.1,F,2021,12,6,10,lunes
551735,2021-05-04 10:25:00,,United Kingdom,-19,0.0,F,2021,5,4,10,martes
550323,2021-04-17 12:57:00,13692.0,United Kingdom,734,856.63,F,2021,4,17,12,sábado
C567949,2021-09-23 08:22:00,13435.0,United Kingdom,-3,-11.25,ND,2021,9,23,8,jueves
565930,2021-09-08 10:32:00,12685.0,France,649,1057.18,F,2021,9,8,10,miércoles
557739,2021-06-22 11:43:00,13780.0,United Kingdom,173,116.28,F,2021,6,22,11,martes
549924,2021-04-13 10:10:00,16837.0,United Kingdom,12,112.2,F,2021,4,13,10,martes
575034,2021-11-08 11:38:00,15573.0,United Kingdom,143,196.75,F,2021,11,8,11,lunes
542135,2021-01-25 17:06:00,,United Kingdom,7,13.55,F,2021,1,25,17,lunes
557264,2021-06-19 11:09:00,13618.0,United Kingdom,246,177.34,F,2021,6,19,11,sábado
573872,2021-11-01 12:35:00,17243.0,United Kingdom,192,375.72,F,2021,11,1,12,lunes
C539054,2020-12-15 16:34:00,17044.0,United Kingdom,-6,-35.1,ND,2020,12,15,16,martes
569579,2021-10-05 11:06:00,17666.0,United Kingdom,356,409.08,F,2021,10,5,11,martes
560596,2021-07-19 16:48:00,13199.0,United Kingdom,172,186.2,F,2021,7,19,16,lunes
558711,2021-07-01 13:05:00,15483.0,United Kingdom,13,18.83,F,2021,7,1,13,jueves
560398,2021-07-18 14:10:00,12731.0,France,838,1734.58,F,2021,7,18,14,domingo
573597,2021-10-31 15:18:00,,United Kingdom,-905,0.0,F,2021,10,31,15,domingo
578480,2021-11-24 12:48:00,15502.0,United Kingdom,242,317.5,F,2021,11,24,12,miércoles
537447,2020-12-07 09:21:00,13963.0,United Kingdom,54,151.3,F,2020,12,7,9,lunes
536761,2020-12-02 14:30:00,13491.0,United Kingdom,36,98.9,F,2020,12,2,14,miércoles
555870,2021-06-07 15:03:00,17707.0,United Kingdom,66,68.7,F,2021,6,7,15,lunes
564354,2021-08-24 15:09:00,15764.0,United Kingdom,12,17.4,F,2021,8,24,15,martes
C568571,2021-09-28 09:05:00,17581.0,United Kingdom,-21,-17.85,ND,2021,9,28,9,martes
546890,2021-03-17 18:18:00,13394.0,United Kingdom,214,320.42,F,2021,3,17,18,miércoles
561053,2021-07-24 13:13:00,16684.0,United Kingdom,840,324.0,F,2021,7,24,13,sábado
547032,2021-03-20 10:24:00,13798.0,United Kingdom,246,662.62,F,2021,3,20,10,sábado
560863,2021-07-21 13:53:00,12748.0,United Kingdom,72,127.83,F,2021,7,21,13,miércoles
538504,2020-12-12 13:01:00,16011.0,United Kingdom,103,168.15,F,2020,12,12,13,sábado
C551778,2021-05-04 11:23:00,18220.0,United Kingdom,-6,-7.5,ND,2021,5,4,11,martes
562428,2021-08-04 17:22:00,17267.0,United Kingdom,4,6.6,F,2021,8,4,17,miércoles
C553532,2021-05-17 15:13:00,14911.0,EIRE,-13,-27.51,ND,2021,5,17,15,lunes
575090,2021-11-08 14:04:00,17515.0,United Kingdom,23,67.65,F,2021,11,8,14,lunes
547247,2021-03-22 09:01:00,18225.0,United Kingdom,310,440.29,F,2021,3,22,9,lunes
545563,2021-03-03 16:13:00,,United Kingdom,-22,0.0,F,2021,3,3,16,miércoles
C552019,2021-05-05 17:46:00,14227.0,United Kingdom,-2,-2.95,ND,2021,5,5,17,miércoles
547523,2021-03-23 15:03:00,,United Kingdom,5,0.0,F,2021,3,23,15,martes
C548982,2021-04-05 12:27:00,15018.0,United Kingdom,-1,-39.95,ND,2021,4,5,12,lunes
557485,2021-06-20 14:38:00,15769.0,United Kingdom,1600,2876.0,F,2021,6,20,14,domingo
553217,2021-05-16 09:52:00,13408.0,United Kingdom,36,306.0,F,2021,5,16,9,domingo
C566458,2021-09-12 17:11:00,16191.0,United Kingdom,-1,-4.95,ND,2021,9,12,17,domingo
555334,2021-06-02 11:12:00,,United Kingdom,-96,0.0,F,2021,6,2,11,miércoles
577860,2021-11-22 11:25:00,16655.0,United Kingdom,200,269.64,F,2021,11,22,11,lunes
581068,2021-12-07 11:26:00,16191.0,United Kingdom,177,244.66,F,2021,12,7,11,martes
579182,2021-11-28 15:15:00,15601.0,United Kingdom,172,178.4,F,2021,11,28,15,domingo
542142,2021-01-26 09:04:00,12971.0,United Kingdom,60,174.6,F,2021,1,26,9,martes
