N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Tipo de factura,Año,Mes,Día,Hora,Día de la semana,NumeroOrden
545304,2021-03-01 12:51:00,16212.0,United Kingdom,151,498.15,F,2021,3,1,12,lunes,3415
551054,2021-04-26 11:44:00,12429.0,Austria,198,437.98,F,2021,4,26,11,lunes,5698
542098,2021-01-25 13:04:00,16531.0,United Kingdom,86,146.1,F,2021,1,25,13,lunes,2140
546665,2021-03-15 15:06:00,15867.0,United Kingdom,77,215.49,F,2021,3,15,15,lunes,3952
577411,2021-11-20 11:00:00,17387.0,United Kingdom,298,437.67,F,2021,11,20,11,sábado,16736
545705,2021-03-07 09:00:00,15554.0,United Kingdom,74,217.2,F,2021,3,7,9,domingo,3603
572065,2021-10-20 13:06:00,12556.0,Spain,192,290.81,F,2021,10,20,13,miércoles,14393
571847,2021-10-19 12:39:00,15220.0,United Kingdom,256,494.91,F,2021,10,19,12,martes,14312
560410,2021-07-18 14:28:00,17213.0,United Kingdom,287,530.47,F,2021,7,18,14,domingo,9518
C554493,2021-05-24 13:59:00,16818.0,United Kingdom,-1,-29.95,ND,2021,5,24,13,lunes,20059
547548,2021-03-23 15:37:00,15644.0,United Kingdom,163,202.22,F,2021,3,23,15,martes,4315
542081,2021-01-25 12:21:00,15213.0,United Kingdom,10,15.15,F,2021,1,25,12,lunes,2132
554495,2021-05-24 14:18:00,17961.0,United Kingdom,1,3.75,F,2021,5,24,14,lunes,7141
541997,2021-01-25 10:38:00,18077.0,United Kingdom,243,315.13,F,2021,1,25,10,lunes,2115
550626,2021-04-19 14:23:00,13184.0,United Kingdom,250,185.08,F,2021,4,19,14,lunes,5530
539630,2020-12-20 14:59:00,17230.0,United Kingdom,244,751.0,F,2020,12,20,14,domingo,1329
565618,2021-09-05 15:40:00,15974.0,United Kingdom,338,347.88,F,2021,9,5,15,domingo,11664
548673,2021-04-01 16:18:00,13767.0,United Kingdom,128,291.44,F,2021,4,1,16,jueves,4772
536845,2020-12-02 19:18:00,17961.0,United Kingdom,45,127.55,F,2020,12,2,19,miércoles,257
560359,2021-07-18 11:47:00,14159.0,United Kingdom,298,337.43,F,2021,7,18,11,domingo,9500
561508,2021-07-27 14:23:00,16696.0,United Kingdom,20,99.0,F,2021,7,27,14,martes,9944
C546211,2021-03-10 11:32:00,15358.0,United Kingdom,-3,-2.55,ND,2021,3,10,11,miércoles,19411
C578276,2021-11-23 13:48:00,17511.0,United Kingdom,-10,-24.86,ND,2021,11,23,13,martes,21972
C564427,2021-08-25 11:18:00,17841.0,United Kingdom,-7,-36.82,ND,2021,8,25,11,miércoles,20903
C579882,2021-11-30 17:28:00,13050.0,United Kingdom,-7,-14.85,ND,2021,11,30,17,martes,22043
577742,2021-11-21 13:41:00,13755.0,United Kingdom,224,456.12,F,2021,11,21,13,domingo,16883
547098,2021-03-21 10:13:00,16384.0,United Kingdom,200,409.1,F,2021,3,21,10,domingo,4181
579155,2021-11-28 13:37:00,18101.0,United Kingdom,63,113.42,F,2021,11,28,13,domingo,17491
546898,2021-03-17 18:27:00,17961.0,United Kingdom,4,8.8,F,2021,3,17,18,miércoles,4056
544817,2021-02-23 16:44:00,12437.0,France,266,344.0,F,2021,2,23,16,martes,3201
568378,2021-09-27 08:57:00,13035.0,United Kingdom,432,588.88,F,2021,9,27,8,lunes,12843
572048,2021-10-20 12:21:00,14477.0,United Kingdom,240,441.2,F,2021,10,20,12,miércoles,14377
559307,2021-07-07 13:02:00,15356.0,United Kingdom,272,370.15,F,2021,7,7,13,miércoles,9067
572667,2021-10-25 13:05:00,15963.0,United Kingdom,172,280.04,F,2021,10,25,13,lunes,14639
578151,2021-11-23 11:18:00,16020.0,United Kingdom,187,315.71,F,2021,11,23,11,martes,17087
568159,2021-09-25 12:22:00,17719.0,United Kingdom,89,309.31,F,2021,9,25,12,sábado,12724
567865,2021-09-22 14:11:00,17311.0,United Kingdom,595,828.39,F,2021,9,22,14,miércoles,12592
C540376,2021-01-06 17:27:00,13488.0,United Kingdom,-1,-4.95,ND,2021,1,6,17,miércoles,18874
554710,2021-05-26 10:37:00,15769.0,United Kingdom,300,537.0,F,2021,5,26,10,miércoles,7231
C565140,2021-09-01 12:56:00,17841.0,United Kingdom,-3,-8.85,ND,2021,9,1,12,miércoles,20966
566455,2021-09-12 16:45:00,14500.0,United Kingdom,10,21.0,F,2021,9,12,16,domingo,12049
544180,2021-02-16 14:48:00,14309.0,United Kingdom,280,233.42,F,2021,2,16,14,martes,2942
579910,2021-12-01 08:52:00,14911.0,EIRE,132,367.75,F,2021,12,1,8,miércoles,17762
580669,2021-12-05 14:25:00,15159.0,United Kingdom,618,1352.48,F,2021,12,5,14,domingo,18125
543554,2021-02-10 10:17:00,14733.0,United Kingdom,168,493.5,F,2021,2,10,10,miércoles,2706
560199,2021-07-15 12:58:00,17948.0,United Kingdom,144,358.56,F,2021,7,15,12,jueves,9420
568943,2021-09-29 14:50:00,17306.0,United Kingdom,874,506.18,F,2021,9,29,14,miércoles,13067
C541499,2021-01-18 15:23:00,13693.0,United Kingdom,-5,-22.05,ND,2021,1,18,15,lunes,18961
560727,2021-07-20 14:33:00,13571.0,United Kingdom,148,126.58,F,2021,7,20,14,martes,9638
562123,2021-08-02 17:19:00,17353.0,United Kingdom,600,870.0,F,2021,8,2,17,lunes,10213
557294,2021-06-19 13:28:00,13629.0,United Kingdom,400,778.0,F,2021,6,19,13,sábado,8288
577838,2021-11-22 10:32:00,16352.0,United Kingdom,156,289.52,F,2021,11,22,10,lunes,16946
581142,2021-12-07 13:38:00,14204.0,United Kingdom,82,161.03,F,2021,12,7,13,martes,18345
538868,2020-12-14 14:42:00,17017.0,United Kingdom,814,824.02,F,2020,12,14,14,lunes,1024
C570194,2021-10-07 15:36:00,16918.0,United Kingdom,-13,-25.48,ND,2021,10,7,15,jueves,21385
574740,2021-11-06 16:07:00,12357.0,Switzerland,2708,6207.67,F,2021,11,6,16,sábado,15545
571352,2021-10-17 11:49:00,18042.0,United Kingdom,33,165.05,F,2021,10,17,11,domingo,14131
545064,2021-02-27 14:29:00,13636.0,United Kingdom,65,154.5,F,2021,2,27,14,sábado,3328
550285,2021-04-15 14:14:00,15249.0,United Kingdom,148,327.2,F,2021,4,15,14,jueves,5379
560928,2021-07-22 10:00:00,14852.0,United Kingdom,266,425.96,F,2021,7,22,10,jueves,9720
550661,2021-04-20 09:20:00,12656.0,France,200,541.2,F,2021,4,20,9,martes,5553
554706,2021-05-26 10:13:00,12910.0,United Kingdom,26,57.9,F,2021,5,26,10,miércoles,7227
560115,2021-07-15 10:05:00,17841.0,United Kingdom,72,180.8,F,2021,7,15,10,jueves,9402
C570828,2021-10-12 13:15:00,14911.0,EIRE,-217,-593.1,ND,2021,10,12,13,martes,21431
578708,2021-11-25 11:21:00,15737.0,United Kingdom,21,56.6,F,2021,11,25,11,jueves,17314
578935,2021-11-27 12:52:00,15351.0,United Kingdom,142,316.14,F,2021,11,27,12,sábado,17389
545477,2021-03-03 11:07:00,14573.0,United Kingdom,28,134.5,F,2021,3,3,11,miércoles,3496
552879,2021-05-12 09:55:00,12976.0,United Kingdom,561,738.6,F,2021,5,12,9,miércoles,6434
537158,2020-12-05 13:10:00,16393.0,United Kingdom,86,184.8,F,2020,12,5,13,sábado,365
C570199,2021-10-07 15:52:00,13090.0,United Kingdom,-7,-14.25,ND,2021,10,7,15,jueves,21386
553724,2021-05-18 16:50:00,17047.0,United Kingdom,207,439.39,F,2021,5,18,16,martes,6807
544304,2021-02-17 13:47:00,18125.0,United Kingdom,113,175.75,F,2021,2,17,13,miércoles,2983
544409,2021-02-18 13:32:00,16265.0,United Kingdom,328,799.38,F,2021,2,18,13,jueves,3035
C550780,2021-04-20 13:39:00,17211.0,United Kingdom,-13,-17.55,ND,2021,4,20,13,martes,19781
564300,2021-08-24 11:31:00,16723.0,United Kingdom,398,424.15,F,2021,8,24,11,martes,11143
558383,2021-06-29 08:58:00,18075.0,United Kingdom,147,282.23,F,2021,6,29,8,martes,8700
C543761,2021-02-11 15:13:00,12943.0,United Kingdom,-1,-3.75,ND,2021,2,11,15,jueves,19182
545694,2021-03-06 14:10:00,16422.0,United Kingdom,96,120.0,F,2021,3,6,14,sábado,3593
546555,2021-03-15 09:22:00,17675.0,United Kingdom,271,696.85,F,2021,3,15,9,lunes,3922
573341,2021-10-30 11:55:00,16949.0,United Kingdom,313,310.48,F,2021,10,30,11,sábado,14963
566328,2021-09-12 12:19:00,13743.0,United Kingdom,204,153.72,F,2021,9,12,12,domingo,12003
555098,2021-05-31 13:39:00,16333.0,United Kingdom,168,310.8,F,2021,5,31,13,lunes,7389
577725,2021-11-21 12:38:00,14607.0,United Kingdom,14,45.3,F,2021,11,21,12,domingo,16868
557464,2021-06-20 13:06:00,15301.0,United Kingdom,24,37.2,F,2021,6,20,13,domingo,8343
565209,2021-09-01 16:59:00,15910.0,United Kingdom,79,112.75,F,2021,9,1,16,miércoles,11476
579505,2021-11-29 16:31:00,13078.0,United Kingdom,407,444.87,F,2021,11,29,16,lunes,17647
573564,2021-10-31 13:58:00,16127.0,United Kingdom,323,656.25,F,2021,10,31,13,domingo,15080
C551892,2021-05-05 09:58:00,16265.0,United Kingdom,-7,-13.65,ND,2021,5,5,9,miércoles,19861
569836,2021-10-06 13:06:00,12910.0,United Kingdom,220,566.4,F,2021,10,6,13,miércoles,13487
552969,2021-05-12 13:37:00,14021.0,United Kingdom,98,302.8,F,2021,5,12,13,miércoles,6474
568907,2021-09-29 13:35:00,15370.0,United Kingdom,187,525.79,F,2021,9,29,13,miércoles,13054
557292,2021-06-19 13:06:00,17562.0,United Kingdom,366,300.1,F,2021,6,19,13,sábado,8286
C538098,2020-12-09 14:57:00,14441.0,United Kingdom,-1,-8.5,ND,2020,12,9,14,miércoles,18643
C558753,2021-07-03 11:54:00,15033.0,United Kingdom,-3,-15.65,ND,2021,7,3,11,sábado,20450
574286,2021-11-03 15:02:00,17644.0,United Kingdom,40,117.46,F,2021,11,3,15,miércoles,15329
C537417,2020-12-06 15:12:00,13481.0,United Kingdom,-1,-4.25,ND,2020,12,6,15,domingo,18595
577831,2021-11-22 10:17:00,16748.0,United Kingdom,190,266.7,F,2021,11,22,10,lunes,16941
564962,2021-08-31 14:35:00,17777.0,United Kingdom,163,194.7,F,2021,8,31,14,martes,11404
569302,2021-10-03 12:04:00,16205.0,United Kingdom,255,323.15,F,2021,10,3,12,domingo,13226
574964,2021-11-08 10:29:00,13329.0,United Kingdom,288,484.8,F,2021,11,8,10,lunes,15654
549881,2021-04-12 15:30:00,14032.0,United Kingdom,230,303.34,F,2021,4,12,15,lunes,5198
539212,2020-12-16 12:20:00,17146.0,United Kingdom,91,298.25,F,2020,12,16,12,miércoles,1149
C569974,2021-10-06 19:24:00,14092.0,United Kingdom,-2,-4.16,ND,2021,10,6,19,miércoles,21357
544407,2021-02-18 13:26:00,14606.0,United Kingdom,1,15.0,F,2021,2,18,13,jueves,3033
562101,2021-08-02 14:04:00,13850.0,United Kingdom,944,1595.48,F,2021,8,2,14,lunes,10203
543770,2021-02-11 15:39:00,13875.0,United Kingdom,302,340.65,F,2021,2,11,15,jueves,2777
550449,2021-04-18 12:45:00,15199.0,United Kingdom,109,304.05,F,2021,4,18,12,domingo,5458
C566313,2021-09-12 09:43:00,13577.0,United Kingdom,-20,-29.3,ND,2021,9,12,9,domingo,21036
543354,2021-02-07 13:50:00,13458.0,United Kingdom,522,818.86,F,2021,2,7,13,domingo,2624
544634,2021-02-22 11:02:00,17994.0,United Kingdom,189,307.25,F,2021,2,22,11,lunes,3113
542002,2021-01-25 10:57:00,14298.0,United Kingdom,450,621.6,F,2021,1,25,10,lunes,2119
572195,2021-10-21 11:49:00,14562.0,United Kingdom,68,211.78,F,2021,10,21,11,jueves,14456
C574658,2021-11-06 11:44:00,15426.0,United Kingdom,-10,-12.54,ND,2021,11,6,11,sábado,21701
C558327,2021-06-28 12:04:00,17900.0,United Kingdom,-48,-64.8,ND,2021,6,28,12,lunes,20409
C581178,2021-12-07 15:39:00,15525.0,United Kingdom,-2,-14.9,ND,2021,12,7,15,martes,22165
546123,2021-03-09 14:49:00,16419.0,United Kingdom,107,264.27,F,2021,3,9,14,martes,3749
537649,2020-12-07 15:48:00,13807.0,United Kingdom,36,112.6,F,2020,12,7,15,lunes,559
543387,2021-02-08 09:41:00,14646.0,Netherlands,1126,1306.28,F,2021,2,8,9,lunes,2641
563443,2021-08-16 13:26:00,12641.0,Sweden,72,185.9,F,2021,8,16,13,lunes,10776
539646,2020-12-20 16:04:00,17230.0,United Kingdom,30,28.5,F,2020,12,20,16,domingo,1339
C537398,2020-12-06 14:22:00,15426.0,United Kingdom,-1,-4.95,ND,2020,12,6,14,domingo,18588
555400,2021-06-02 17:50:00,14088.0,United Kingdom,1330,5913.9,F,2021,6,2,17,miércoles,7485
569484,2021-10-04 12:46:00,14057.0,United Kingdom,12,45.0,F,2021,10,4,12,lunes,13311
572342,2021-10-24 10:38:00,14607.0,United Kingdom,472,1048.0,F,2021,10,24,10,domingo,14556
539374,2020-12-17 11:40:00,14769.0,United Kingdom,189,347.01,F,2020,12,17,11,jueves,1234
565320,2021-09-02 13:10:00,16745.0,United Kingdom,569,461.77,F,2021,9,2,13,jueves,11526
566869,2021-09-15 13:20:00,13658.0,United Kingdom,427,1009.27,F,2021,9,15,13,miércoles,12217
C563856,2021-08-19 15:39:00,13090.0,United Kingdom,-39,-33.15,ND,2021,8,19,15,jueves,20863
560651,2021-07-20 11:38:00,15802.0,United Kingdom,1,451.42,F,2021,7,20,11,martes,9609
560051,2021-07-14 15:22:00,15306.0,United Kingdom,278,344.62,F,2021,7,14,15,miércoles,9377
559684,2021-07-11 15:05:00,14367.0,United Kingdom,138,373.4,F,2021,7,11,15,domingo,9219
C551333,2021-04-27 16:28:00,12681.0,France,-2,-11.9,ND,2021,4,27,16,martes,19815
578937,2021-11-27 13:03:00,16592.0,United Kingdom,225,440.98,F,2021,11,27,13,sábado,17391
C580762,2021-12-06 10:32:00,14543.0,United Kingdom,-5,-32.05,ND,2021,12,6,10,lunes,22128
547428,2021-03-23 10:51:00,14870.0,United Kingdom,119,327.25,F,2021,3,23,10,martes,4276
561391,2021-07-27 09:59:00,16628.0,United Kingdom,234,410.63,F,2021,7,27,9,martes,9918
554963,2021-05-27 15:32:00,14625.0,United Kingdom,80,314.1,F,2021,5,27,15,jueves,7329
C543026,2021-02-02 14:44:00,16717.0,United Kingdom,-6,-29.1,ND,2021,2,2,14,martes,19111
550274,2021-04-15 12:23:00,15498.0,United Kingdom,190,344.4,F,2021,4,15,12,jueves,5369
C556640,2021-06-13 15:44:00,13148.0,United Kingdom,-8,-53.63,ND,2021,6,13,15,domingo,20256
564329,2021-08-24 13:55:00,12569.0,Germany,31,96.75,F,2021,8,24,13,martes,11171
543047,2021-02-03 09:42:00,16210.0,United Kingdom,586,1866.3,F,2021,2,3,9,miércoles,2505
538968,2020-12-15 11:34:00,15384.0,United Kingdom,248,303.57,F,2020,12,15,11,martes,1057
555586,2021-06-06 09:12:00,14232.0,United Kingdom,241,310.79,F,2021,6,6,9,domingo,7603
569643,2021-10-05 12:31:00,15730.0,United Kingdom,200,343.66,F,2021,10,5,12,martes,13385
558911,2021-07-05 09:23:00,14189.0,United Kingdom,236,321.46,F,2021,7,5,9,lunes,8911
568938,2021-09-29 14:46:00,17220.0,United Kingdom,253,325.73,F,2021,9,29,14,miércoles,13066
C575082,2021-11-08 13:30:00,12613.0,Germany,-48,-125.4,ND,2021,11,8,13,lunes,21736
543612,2021-02-10 14:46:00,16711.0,United Kingdom,68,384.6,F,2021,2,10,14,miércoles,2728
568160,2021-09-25 12:25:00,17498.0,United Kingdom,394,272.22,F,2021,9,25,12,sábado,12725
570701,2021-10-12 09:35:00,16652.0,United Kingdom,1158,2159.3,F,2021,10,12,9,martes,13853
559331,2021-07-07 15:45:00,16156.0,United Kingdom,214,349.92,F,2021,7,7,15,miércoles,9089
C555475,2021-06-03 12:11:00,18232.0,United Kingdom,-3,-10.5,ND,2021,6,3,12,jueves,20175
572735,2021-10-25 15:36:00,15630.0,United Kingdom,520,789.49,F,2021,10,25,15,lunes,14667
566289,2021-09-11 15:20:00,15601.0,United Kingdom,128,231.56,F,2021,9,11,15,sábado,11970
570821,2021-10-12 12:51:00,17173.0,United Kingdom,108,324.96,F,2021,10,12,12,martes,13892
575017,2021-11-08 11:25:00,17219.0,United Kingdom,89,114.23,F,2021,11,8,11,lunes,15660
558472,2021-06-29 15:40:00,16553.0,United Kingdom,408,547.44,F,2021,6,29,15,martes,8734
552725,2021-05-11 10:30:00,13418.0,United Kingdom,40,72.0,F,2021,5,11,10,martes,6360
538534,2020-12-13 10:36:00,15881.0,United Kingdom,48,40.8,F,2020,12,13,10,domingo,902
555933,2021-06-08 08:49:00,12567.0,France,216,286.34,F,2021,6,8,8,martes,7730
568175,2021-09-25 13:24:00,14820.0,United Kingdom,58,102.42,F,2021,9,25,13,sábado,12740
576093,2021-11-14 09:05:00,17744.0,United Kingdom,574,303.06,F,2021,11,14,9,domingo,16169
566427,2021-09-12 14:24:00,17433.0,United Kingdom,185,303.16,F,2021,9,12,14,domingo,12027
577148,2021-11-18 09:43:00,13941.0,United Kingdom,586,1253.66,F,2021,11,18,9,jueves,16637
545819,2021-03-07 12:31:00,16356.0,United Kingdom,44,102.0,F,2021,3,7,12,domingo,3625
538185,2020-12-10 10:22:00,16265.0,United Kingdom,90,188.98,F,2020,12,10,10,jueves,788
575950,2021-11-13 11:53:00,16983.0,United Kingdom,356,433.04,F,2021,11,13,11,sábado,16089
566450,2021-09-12 16:12:00,15673.0,United Kingdom,450,776.63,F,2021,9,12,16,domingo,12045
546190,2021-03-10 10:57:00,13102.0,United Kingdom,80,199.2,F,2021,3,10,10,miércoles,3773
C566940,2021-09-15 16:13:00,14105.0,United Kingdom,-2,-5.9,ND,2021,9,15,16,miércoles,21089
540060,2021-01-04 14:40:00,14732.0,United Kingdom,58,203.1,F,2021,1,4,14,lunes,1428
575756,2021-11-11 10:48:00,18118.0,United Kingdom,94,159.57,F,2021,11,11,10,jueves,15999
572513,2021-10-24 14:36:00,16728.0,United Kingdom,356,504.67,F,2021,10,24,14,domingo,14596
579067,2021-11-28 10:31:00,14470.0,United Kingdom,55,163.55,F,2021,11,28,10,domingo,17438
544112,2021-02-16 11:37:00,15039.0,United Kingdom,160,375.78,F,2021,2,16,11,martes,2911
555810,2021-06-07 11:39:00,17091.0,United Kingdom,346,585.84,F,2021,6,7,11,lunes,7674
572760,2021-10-26 08:30:00,16225.0,United Kingdom,42,142.68,F,2021,10,26,8,martes,14681
C548972,2021-04-05 11:42:00,15674.0,United Kingdom,-198,-355.12,ND,2021,4,5,11,lunes,19631
570018,2021-10-07 10:12:00,13629.0,United Kingdom,300,537.0,F,2021,10,7,10,jueves,13570
557270,2021-06-19 11:36:00,14162.0,United Kingdom,32,111.68,F,2021,6,19,11,sábado,8266
545653,2021-03-04 13:39:00,15311.0,United Kingdom,579,935.54,F,2021,3,4,13,jueves,3562
579282,2021-11-29 10:41:00,16818.0,United Kingdom,58,127.76,F,2021,11,29,10,lunes,17556
563250,2021-08-15 11:38:00,15624.0,United Kingdom,22,68.1,F,2021,8,15,11,domingo,10706
572930,2021-10-27 10:01:00,17613.0,United Kingdom,237,371.87,F,2021,10,27,10,miércoles,14779
570219,2021-10-09 12:44:00,16809.0,United Kingdom,87,149.68,F,2021,10,9,12,sábado,13652
538801,2020-12-14 11:51:00,16083.0,United Kingdom,384,337.98,F,2020,12,14,11,lunes,981
557275,2021-06-19 11:45:00,15544.0,United Kingdom,414,318.02,F,2021,6,19,11,sábado,8271
537221,2020-12-05 15:54:00,17965.0,United Kingdom,14,37.35,F,2020,12,5,15,sábado,398
571911,2021-10-19 15:15:00,17562.0,United Kingdom,46,103.8,F,2021,10,19,15,martes,14336
580143,2021-12-02 09:32:00,13297.0,United Kingdom,124,323.52,F,2021,12,2,9,jueves,17882
546006,2021-03-08 15:22:00,17639.0,United Kingdom,49,108.5,F,2021,3,8,15,lunes,3696
542789,2021-02-01 10:38:00,17511.0,United Kingdom,2945,4446.88,F,2021,2,1,10,lunes,2397
539422,2020-12-17 14:23:00,13033.0,United Kingdom,83,190.55,F,2020,12,17,14,jueves,1257
575586,2021-11-10 12:00:00,12981.0,United Kingdom,108,185.04,F,2021,11,10,12,miércoles,15887
539572,2020-12-20 12:14:00,14113.0,United Kingdom,102,433.5,F,2020,12,20,12,domingo,1309
556198,2021-06-09 12:30:00,14963.0,United Kingdom,167,294.2,F,2021,6,9,12,miércoles,7843
C574558,2021-11-04 15:48:00,15187.0,United Kingdom,-6,-76.5,ND,2021,11,4,15,jueves,21699
571101,2021-10-13 15:49:00,16570.0,United Kingdom,361,709.63,F,2021,10,13,15,miércoles,13991
554630,2021-05-25 11:34:00,13268.0,United Kingdom,447,296.32,F,2021,5,25,11,martes,7179
552311,2021-05-08 15:22:00,15312.0,United Kingdom,163,318.16,F,2021,5,8,15,sábado,6210
571793,2021-10-19 11:38:00,16621.0,United Kingdom,115,204.07,F,2021,10,19,11,martes,14295
C562154,2021-08-03 11:23:00,13520.0,Switzerland,-4,-16.6,ND,2021,8,3,11,martes,20725
C542539,2021-01-28 14:07:00,14229.0,United Kingdom,-19,-91.65,ND,2021,1,28,14,jueves,19066
577072,2021-11-17 15:02:00,15089.0,United Kingdom,22,99.7,F,2021,11,17,15,miércoles,16584
C571838,2021-10-19 12:12:00,17841.0,United Kingdom,-8,-44.6,ND,2021,10,19,12,martes,21492
537761,2020-12-08 11:43:00,13126.0,United Kingdom,12,19.8,F,2020,12,8,11,martes,603
561670,2021-07-28 17:15:00,17373.0,United Kingdom,111,142.05,F,2021,7,28,17,miércoles,10021
537817,2020-12-08 13:53:00,18269.0,United Kingdom,76,168.6,F,2020,12,8,13,martes,640
563937,2021-08-22 09:10:00,18204.0,United Kingdom,520,817.89,F,2021,8,22,9,domingo,11003
538296,2020-12-10 13:06:00,13148.0,United Kingdom,178,309.4,F,2020,12,10,13,jueves,826
567516,2021-09-20 15:31:00,13138.0,United Kingdom,106,198.44,F,2021,9,20,15,lunes,12464
C562126,2021-08-02 17:31:00,15764.0,United Kingdom,-3,-14.85,ND,2021,8,2,17,lunes,20718
548455,2021-03-31 11:49:00,14790.0,United Kingdom,136,152.16,F,2021,3,31,11,miércoles,4664
554325,2021-05-23 15:38:00,12621.0,Germany,245,495.1,F,2021,5,23,15,domingo,7093
574351,2021-11-04 10:37:00,17348.0,United Kingdom,160,111.57,F,2021,11,4,10,jueves,15382
552341,2021-05-09 12:05:00,17949.0,United Kingdom,96,816.0,F,2021,5,9,12,domingo,6234
549429,2021-04-08 12:06:00,17001.0,United Kingdom,158,313.5,F,2021,4,8,12,jueves,5030
574175,2021-11-03 11:47:00,14110.0,United Kingdom,32,41.6,F,2021,11,3,11,miércoles,15286
C553414,2021-05-17 09:57:00,12600.0,Germany,-1,-18.0,ND,2021,5,17,9,lunes,19955
539048,2020-12-15 16:19:00,17752.0,United Kingdom,192,80.64,F,2020,12,15,16,martes,1098
540538,2021-01-09 14:36:00,17841.0,United Kingdom,99,279.02,F,2021,1,9,14,sábado,1614
561879,2021-07-31 12:43:00,13722.0,United Kingdom,351,738.06,F,2021,7,31,12,sábado,10112
547389,2021-03-22 16:08:00,16721.0,United Kingdom,172,292.47,F,2021,3,22,16,lunes,4260
556641,2021-06-13 15:44:00,13663.0,United Kingdom,91,189.47,F,2021,6,13,15,domingo,8017
553474,2021-05-17 11:29:00,18102.0,United Kingdom,144,276.48,F,2021,5,17,11,lunes,6699
576328,2021-11-14 15:19:00,13577.0,United Kingdom,194,493.8,F,2021,11,14,15,domingo,16242
555738,2021-06-07 09:44:00,16825.0,United Kingdom,358,318.7,F,2021,6,7,9,lunes,7661
537894,2020-12-09 10:16:00,12621.0,Germany,227,464.61,F,2020,12,9,10,miércoles,693
546855,2021-03-17 13:58:00,18168.0,United Kingdom,127,218.83,F,2021,3,17,13,miércoles,4037
549451,2021-04-08 14:14:00,16556.0,United Kingdom,167,318.07,F,2021,4,8,14,jueves,5048
573265,2021-10-28 12:39:00,16150.0,United Kingdom,109,304.49,F,2021,10,28,12,jueves,14912
552108,2021-05-06 11:36:00,17841.0,United Kingdom,152,289.82,F,2021,5,6,11,jueves,6101
578816,2021-11-25 13:44:00,14111.0,United Kingdom,256,397.35,F,2021,11,25,13,jueves,17345
539459,2020-12-17 17:33:00,12839.0,United Kingdom,167,334.84,F,2020,12,17,17,jueves,1273
C560219,2021-07-15 15:22:00,12451.0,Switzerland,-120,-102.0,ND,2021,7,15,15,jueves,20557
552451,2021-05-09 13:59:00,14543.0,United Kingdom,78,352.54,F,2021,5,9,13,domingo,6256
571735,2021-10-19 10:04:00,14229.0,United Kingdom,77,125.97,F,2021,10,19,10,martes,14278
556018,2021-06-08 11:57:00,15382.0,United Kingdom,48,26.4,F,2021,6,8,11,martes,7752
569027,2021-09-30 10:19:00,13089.0,United Kingdom,370,712.06,F,2021,9,30,10,jueves,13118
538507,2020-12-12 13:26:00,15547.0,United Kingdom,559,767.37,F,2020,12,12,13,sábado,879
575563,2021-11-10 11:22:00,17521.0,United Kingdom,186,225.46,F,2021,11,10,11,miércoles,15879
549412,2021-04-08 11:43:00,14258.0,United Kingdom,1284,718.6,F,2021,4,8,11,jueves,5025
538015,2020-12-09 12:49:00,13240.0,United Kingdom,131,224.07,F,2020,12,9,12,miércoles,720
572124,2021-10-21 08:47:00,14156.0,EIRE,414,773.94,F,2021,10,21,8,jueves,14434
577746,2021-11-21 14:17:00,15274.0,United Kingdom,377,383.99,F,2021,11,21,14,domingo,16887
544717,2021-02-23 10:44:00,18172.0,United Kingdom,394,649.02,F,2021,2,23,10,martes,3165
573342,2021-10-30 11:56:00,14582.0,United Kingdom,73,114.11,F,2021,10,30,11,sábado,14964
C546529,2021-03-14 13:05:00,15502.0,United Kingdom,-2,-30.9,ND,2021,3,14,13,domingo,19438
555702,2021-06-06 14:35:00,14201.0,United Kingdom,28,46.84,F,2021,6,6,14,domingo,7643
574241,2021-11-03 12:46:00,14849.0,United Kingdom,24,10.08,F,2021,11,3,12,miércoles,15298
544400,2021-02-18 12:31:00,14101.0,United Kingdom,1090,1092.43,F,2021,2,18,12,jueves,3029
541240,2021-01-16 11:07:00,16206.0,United Kingdom,83,161.3,F,2021,1,16,11,sábado,1835
541285,2021-01-17 12:45:00,13001.0,United Kingdom,447,805.45,F,2021,1,17,12,domingo,1875
572327,2021-10-24 10:08:00,15277.0,United Kingdom,205,255.9,F,2021,10,24,10,domingo,14543
562999,2021-08-11 11:51:00,15117.0,United Kingdom,415,363.33,F,2021,8,11,11,miércoles,10579
566554,2021-09-13 11:39:00,13136.0,United Kingdom,360,921.4,F,2021,9,13,11,lunes,12071
C554691,2021-05-25 16:57:00,12921.0,United Kingdom,-1,-4.25,ND,2021,5,25,16,martes,20088
575916,2021-11-11 16:49:00,12691.0,France,97,176.4,F,2021,11,11,16,jueves,16064
559654,2021-07-11 12:54:00,13098.0,United Kingdom,358,865.62,F,2021,7,11,12,domingo,9199
568384,2021-09-27 09:46:00,12748.0,United Kingdom,1,0.0,F,2021,9,27,9,lunes,12849
551657,2021-05-03 12:12:00,14911.0,EIRE,235,545.01,F,2021,5,3,12,lunes,5912
579516,2021-11-29 17:52:00,17841.0,United Kingdom,357,775.22,F,2021,11,29,17,lunes,17656
573168,2021-10-28 09:39:00,13798.0,United Kingdom,206,320.42,F,2021,10,28,9,jueves,14891
544694,2021-02-23 09:30:00,17706.0,United Kingdom,202,411.02,F,2021,2,23,9,martes,3157
